id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,masalah_kesejahteraan_sosial,jumlah,satuan,tahun
721,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PENGEMIS,390.0,ORANG,2015
722,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,GELANDANGAN,0.0,ORANG,2015
723,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),3350.0,ORANG,2015
724,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KORBAN PENYALAHGUNAAN NAPZA,560.0,ORANG,2015
725,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KELUARGA FAKIR MISKIN,1383050.0,ORANG,2015
726,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KELUARGA BERUMAH TAK LAYAK HUNI,85930.0,ORANG,2015
727,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KELUARGA BERMASALAH PSIKOLOGIS,2490.0,ORANG,2015
728,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KOMUNITAS ADAT TERPENCIL,70.0,ORANG,2015
729,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KORBAN BENCANA ALAM,1600.0,ORANG,2015
730,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,350.0,ORANG,2015
731,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEKERJA MIGRAN BERMASALAH SOSIAL,60.0,ORANG,2015
732,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ORANG DENGAN HIV/AIDS (ODHA),230.0,ORANG,2015
733,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KELUARGA RENTAN,20240.0,ORANG,2015
734,32,JAWA BARAT,3209,KABUPATEN CIREBON,BALITA TERLANTAR ,8890.0,ORANG,2015
735,32,JAWA BARAT,3209,KABUPATEN CIREBON,ANAK TERLANTAR ,47370.0,ORANG,2015
736,32,JAWA BARAT,3209,KABUPATEN CIREBON,ANAK NAKAL (ABH) ,3330.0,ORANG,2015
737,32,JAWA BARAT,3209,KABUPATEN CIREBON,ANAK JALANAN,2140.0,ORANG,2015
738,32,JAWA BARAT,3209,KABUPATEN CIREBON,WANITA RAWAN SOSIAL EKONOMI (JIWA),156880.0,ORANG,2015
739,32,JAWA BARAT,3209,KABUPATEN CIREBON,KORBAN TINDAK KEKERSAN,1880.0,ORANG,2015
740,32,JAWA BARAT,3209,KABUPATEN CIREBON,LANJUT USIA TERLANTAR,119140.0,ORANG,2015
741,32,JAWA BARAT,3209,KABUPATEN CIREBON,PENYANDANG CACAT,100170.0,ORANG,2015
742,32,JAWA BARAT,3209,KABUPATEN CIREBON,TUNA SUSILA,1550.0,ORANG,2015
743,32,JAWA BARAT,3209,KABUPATEN CIREBON,PENGEMIS,5050.0,ORANG,2015
744,32,JAWA BARAT,3209,KABUPATEN CIREBON,GELANDANGAN,2190.0,ORANG,2015
745,32,JAWA BARAT,3209,KABUPATEN CIREBON,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),5990.0,ORANG,2015
746,32,JAWA BARAT,3209,KABUPATEN CIREBON,KORBAN PENYALAHGUNAAN NAPZA,1290.0,ORANG,2015
747,32,JAWA BARAT,3209,KABUPATEN CIREBON,KELUARGA FAKIR MISKIN,2880880.0,ORANG,2015
748,32,JAWA BARAT,3209,KABUPATEN CIREBON,KELUARGA BERUMAH TAK LAYAK HUNI,169230.0,ORANG,2015
749,32,JAWA BARAT,3209,KABUPATEN CIREBON,KELUARGA BERMASALAH PSIKOLOGIS,4390.0,ORANG,2015
750,32,JAWA BARAT,3209,KABUPATEN CIREBON,KOMUNITAS ADAT TERPENCIL,0.0,ORANG,2015
751,32,JAWA BARAT,3209,KABUPATEN CIREBON,KORBAN BENCANA ALAM,9510.0,ORANG,2015
752,32,JAWA BARAT,3209,KABUPATEN CIREBON,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,470.0,ORANG,2015
753,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEKERJA MIGRAN BERMASALAH SOSIAL,2230.0,ORANG,2015
754,32,JAWA BARAT,3209,KABUPATEN CIREBON,ORANG DENGAN HIV/AIDS (ODHA),10.0,ORANG,2015
755,32,JAWA BARAT,3209,KABUPATEN CIREBON,KELUARGA RENTAN,44730.0,ORANG,2015
756,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BALITA TERLANTAR ,13720.0,ORANG,2015
757,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ANAK TERLANTAR ,40690.0,ORANG,2015
758,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ANAK NAKAL (ABH) ,5090.0,ORANG,2015
759,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ANAK JALANAN,950.0,ORANG,2015
760,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,WANITA RAWAN SOSIAL EKONOMI (JIWA),84570.0,ORANG,2015
761,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KORBAN TINDAK KEKERSAN,2170.0,ORANG,2015
762,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LANJUT USIA TERLANTAR,83010.0,ORANG,2015
763,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PENYANDANG CACAT,100570.0,ORANG,2015
764,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TUNA SUSILA,2440.0,ORANG,2015
765,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PENGEMIS,910.0,ORANG,2015
766,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,GELANDANGAN,780.0,ORANG,2015
767,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),4520.0,ORANG,2015
768,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KORBAN PENYALAHGUNAAN NAPZA,1640.0,ORANG,2015
769,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KELUARGA FAKIR MISKIN,1519470.0,ORANG,2015
770,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KELUARGA BERUMAH TAK LAYAK HUNI,86780.0,ORANG,2015
771,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KELUARGA BERMASALAH PSIKOLOGIS,2980.0,ORANG,2015
772,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KOMUNITAS ADAT TERPENCIL,2200.0,ORANG,2015
773,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KORBAN BENCANA ALAM,1990.0,ORANG,2015
774,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,670.0,ORANG,2015
775,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEKERJA MIGRAN BERMASALAH SOSIAL,2390.0,ORANG,2015
776,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ORANG DENGAN HIV/AIDS (ODHA),0.0,ORANG,2015
777,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KELUARGA RENTAN,19290.0,ORANG,2015
778,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BALITA TERLANTAR ,50.0,ORANG,2015
779,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ANAK TERLANTAR ,51270.0,ORANG,2015
780,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ANAK NAKAL (ABH) ,850.0,ORANG,2015
781,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ANAK JALANAN,900.0,ORANG,2015
782,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,WANITA RAWAN SOSIAL EKONOMI (JIWA),31260.0,ORANG,2015
783,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KORBAN TINDAK KEKERSAN,10.0,ORANG,2015
784,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LANJUT USIA TERLANTAR,770.0,ORANG,2015
785,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PENYANDANG CACAT,1590.0,ORANG,2015
786,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TUNA SUSILA,2080.0,ORANG,2015
787,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PENGEMIS,630.0,ORANG,2015
788,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,GELANDANGAN,250.0,ORANG,2015
789,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),1290.0,ORANG,2015
790,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KORBAN PENYALAHGUNAAN NAPZA,870.0,ORANG,2015
791,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KELUARGA FAKIR MISKIN,1274400.0,ORANG,2015
792,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KELUARGA BERUMAH TAK LAYAK HUNI,35840.0,ORANG,2015
793,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KELUARGA BERMASALAH PSIKOLOGIS,2860.0,ORANG,2015
794,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KOMUNITAS ADAT TERPENCIL,3440.0,ORANG,2015
795,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KORBAN BENCANA ALAM,17810.0,ORANG,2015
796,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,4450.0,ORANG,2015
797,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KELUARGA RENTAN,7830.0,ORANG,2015
798,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BALITA TERLANTAR ,2240.0,ORANG,2015
799,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ANAK TERLANTAR ,22530.0,ORANG,2015
800,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ANAK NAKAL (ABH) ,380.0,ORANG,2015
801,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ANAK JALANAN,2220.0,ORANG,2015
802,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,WANITA RAWAN SOSIAL EKONOMI (JIWA),27300.0,ORANG,2015
803,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KORBAN TINDAK KEKERSAN,2070.0,ORANG,2015
804,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LANJUT USIA TERLANTAR,121390.0,ORANG,2015
805,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PENYANDANG CACAT,94790.0,ORANG,2015
806,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TUNA SUSILA,8440.0,ORANG,2015
807,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PENGEMIS,5620.0,ORANG,2015
808,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,GELANDANGAN,1670.0,ORANG,2015
809,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),3750.0,ORANG,2015
810,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KORBAN PENYALAHGUNAAN NAPZA,410.0,ORANG,2015
811,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KELUARGA FAKIR MISKIN,2480950.0,ORANG,2015
812,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KELUARGA BERUMAH TAK LAYAK HUNI,70890.0,ORANG,2015
813,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KELUARGA BERMASALAH PSIKOLOGIS,960.0,ORANG,2015
814,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KOMUNITAS ADAT TERPENCIL,0.0,ORANG,2015
815,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KORBAN BENCANA ALAM,0.0,ORANG,2015
816,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,0.0,ORANG,2015
817,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEKERJA MIGRAN BERMASALAH SOSIAL,0.0,ORANG,2015
818,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ORANG DENGAN HIV/AIDS (ODHA),0.0,ORANG,2015
819,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KELUARGA RENTAN,5250.0,ORANG,2015
820,32,JAWA BARAT,3213,KABUPATEN SUBANG,BALITA TERLANTAR ,20960.0,ORANG,2015
821,32,JAWA BARAT,3213,KABUPATEN SUBANG,ANAK TERLANTAR ,71340.0,ORANG,2015
822,32,JAWA BARAT,3213,KABUPATEN SUBANG,ANAK NAKAL (ABH) ,260.0,ORANG,2015
823,32,JAWA BARAT,3213,KABUPATEN SUBANG,ANAK JALANAN,810.0,ORANG,2015
824,32,JAWA BARAT,3213,KABUPATEN SUBANG,WANITA RAWAN SOSIAL EKONOMI (JIWA),77150.0,ORANG,2015
825,32,JAWA BARAT,3213,KABUPATEN SUBANG,KORBAN TINDAK KEKERSAN,500.0,ORANG,2015
826,32,JAWA BARAT,3213,KABUPATEN SUBANG,LANJUT USIA TERLANTAR,87000.0,ORANG,2015
827,32,JAWA BARAT,3213,KABUPATEN SUBANG,PENYANDANG CACAT,71990.0,ORANG,2015
828,32,JAWA BARAT,3213,KABUPATEN SUBANG,TUNA SUSILA,1410.0,ORANG,2015
829,32,JAWA BARAT,3213,KABUPATEN SUBANG,PENGEMIS,950.0,ORANG,2015
830,32,JAWA BARAT,3213,KABUPATEN SUBANG,GELANDANGAN,810.0,ORANG,2015
831,32,JAWA BARAT,3213,KABUPATEN SUBANG,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),1670.0,ORANG,2015
832,32,JAWA BARAT,3213,KABUPATEN SUBANG,KORBAN PENYALAHGUNAAN NAPZA,780.0,ORANG,2015
833,32,JAWA BARAT,3213,KABUPATEN SUBANG,KELUARGA FAKIR MISKIN,1969500.0,ORANG,2015
834,32,JAWA BARAT,3213,KABUPATEN SUBANG,KELUARGA BERUMAH TAK LAYAK HUNI,82910.0,ORANG,2015
835,32,JAWA BARAT,3213,KABUPATEN SUBANG,KELUARGA BERMASALAH PSIKOLOGIS,1610.0,ORANG,2015
836,32,JAWA BARAT,3213,KABUPATEN SUBANG,KOMUNITAS ADAT TERPENCIL,0.0,ORANG,2015
837,32,JAWA BARAT,3213,KABUPATEN SUBANG,KORBAN BENCANA ALAM,1740.0,ORANG,2015
838,32,JAWA BARAT,3213,KABUPATEN SUBANG,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,210.0,ORANG,2015
839,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEKERJA MIGRAN BERMASALAH SOSIAL,220.0,ORANG,2015
840,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BALITA TERLANTAR ,620.0,ORANG,2015
841,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ANAK TERLANTAR ,5990.0,ORANG,2015
842,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ANAK NAKAL (ABH) ,400.0,ORANG,2015
843,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ANAK JALANAN,600.0,ORANG,2015
844,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,WANITA RAWAN SOSIAL EKONOMI (JIWA),13290.0,ORANG,2015
845,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KORBAN TINDAK KEKERSAN,10.0,ORANG,2015
846,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LANJUT USIA TERLANTAR,20560.0,ORANG,2015
847,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PENYANDANG CACAT,17750.0,ORANG,2015
848,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TUNA SUSILA,2150.0,ORANG,2015
849,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PENGEMIS,14950.0,ORANG,2015
850,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,GELANDANGAN,3890.0,ORANG,2015
851,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),2050.0,ORANG,2015
852,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KORBAN PENYALAHGUNAAN NAPZA,580.0,ORANG,2015
853,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KELUARGA FAKIR MISKIN,827040.0,ORANG,2015
854,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KELUARGA BERUMAH TAK LAYAK HUNI,32970.0,ORANG,2015
855,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KELUARGA BERMASALAH PSIKOLOGIS,52260.0,ORANG,2015
856,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BALITA TERLANTAR ,6690.0,ORANG,2015
857,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ANAK TERLANTAR ,57840.0,ORANG,2015
858,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ANAK NAKAL (ABH) ,5980.0,ORANG,2015
859,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ANAK JALANAN,2360.0,ORANG,2015
860,32,JAWA BARAT,3215,KABUPATEN KARAWANG,WANITA RAWAN SOSIAL EKONOMI (JIWA),184140.0,ORANG,2015
861,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KORBAN TINDAK KEKERSAN,3280.0,ORANG,2015
862,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LANJUT USIA TERLANTAR,254420.0,ORANG,2015
863,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PENYANDANG CACAT,80510.0,ORANG,2015
864,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TUNA SUSILA,2960.0,ORANG,2015
865,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PENGEMIS,1220.0,ORANG,2015
866,32,JAWA BARAT,3215,KABUPATEN KARAWANG,GELANDANGAN,1650.0,ORANG,2015
867,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),1700.0,ORANG,2015
868,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KORBAN PENYALAHGUNAAN NAPZA,17310.0,ORANG,2015
869,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KELUARGA FAKIR MISKIN,2424660.0,ORANG,2015
870,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KELUARGA BERUMAH TAK LAYAK HUNI,356980.0,ORANG,2015
871,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KELUARGA BERMASALAH PSIKOLOGIS,0.0,ORANG,2015
872,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KOMUNITAS ADAT TERPENCIL,0.0,ORANG,2015
873,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KORBAN BENCANA ALAM,10150.0,ORANG,2015
874,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,580.0,ORANG,2015
875,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEKERJA MIGRAN BERMASALAH SOSIAL,550.0,ORANG,2015
876,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ORANG DENGAN HIV/AIDS (ODHA),1320.0,ORANG,2015
877,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KELUARGA RENTAN,2570.0,ORANG,2015
878,32,JAWA BARAT,3216,KABUPATEN BEKASI,BALITA TERLANTAR ,11290.0,ORANG,2015
879,32,JAWA BARAT,3216,KABUPATEN BEKASI,ANAK TERLANTAR ,32640.0,ORANG,2015
880,32,JAWA BARAT,3216,KABUPATEN BEKASI,ANAK NAKAL (ABH) ,300.0,ORANG,2015
881,32,JAWA BARAT,3216,KABUPATEN BEKASI,ANAK JALANAN,2220.0,ORANG,2015
882,32,JAWA BARAT,3216,KABUPATEN BEKASI,WANITA RAWAN SOSIAL EKONOMI (JIWA),1630.0,ORANG,2015
883,32,JAWA BARAT,3216,KABUPATEN BEKASI,KORBAN TINDAK KEKERSAN,1660.0,ORANG,2015
884,32,JAWA BARAT,3216,KABUPATEN BEKASI,LANJUT USIA TERLANTAR,540.0,ORANG,2015
885,32,JAWA BARAT,3216,KABUPATEN BEKASI,PENYANDANG CACAT,64210.0,ORANG,2015
886,32,JAWA BARAT,3216,KABUPATEN BEKASI,TUNA SUSILA,54430.0,ORANG,2015
887,32,JAWA BARAT,3216,KABUPATEN BEKASI,PENGEMIS,1190.0,ORANG,2015
888,32,JAWA BARAT,3216,KABUPATEN BEKASI,GELANDANGAN,420.0,ORANG,2015
889,32,JAWA BARAT,3216,KABUPATEN BEKASI,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),1150.0,ORANG,2015
890,32,JAWA BARAT,3216,KABUPATEN BEKASI,KORBAN PENYALAHGUNAAN NAPZA,0.0,ORANG,2015
891,32,JAWA BARAT,3216,KABUPATEN BEKASI,KELUARGA FAKIR MISKIN,1548810.0,ORANG,2015
892,32,JAWA BARAT,3216,KABUPATEN BEKASI,KELUARGA BERUMAH TAK LAYAK HUNI,350.0,ORANG,2015
893,32,JAWA BARAT,3216,KABUPATEN BEKASI,KELUARGA BERMASALAH PSIKOLOGIS,5095880.0,ORANG,2015
894,32,JAWA BARAT,3216,KABUPATEN BEKASI,KOMUNITAS ADAT TERPENCIL,950.0,ORANG,2015
895,32,JAWA BARAT,3216,KABUPATEN BEKASI,KORBAN BENCANA ALAM,0.0,ORANG,2015
896,32,JAWA BARAT,3216,KABUPATEN BEKASI,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,3210.0,ORANG,2015
897,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEKERJA MIGRAN BERMASALAH SOSIAL,0.0,ORANG,2015
898,32,JAWA BARAT,3216,KABUPATEN BEKASI,ORANG DENGAN HIV/AIDS (ODHA),0.0,ORANG,2015
899,32,JAWA BARAT,3216,KABUPATEN BEKASI,KELUARGA RENTAN,1410.0,ORANG,2015
900,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BALITA TERLANTAR ,12660.0,ORANG,2015
901,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ANAK TERLANTAR ,29740.0,ORANG,2015
902,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ANAK NAKAL (ABH) ,5400.0,ORANG,2015
903,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ANAK JALANAN,2120.0,ORANG,2015
904,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,WANITA RAWAN SOSIAL EKONOMI (JIWA),84790.0,ORANG,2015
905,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KORBAN TINDAK KEKERSAN,8050.0,ORANG,2015
906,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LANJUT USIA TERLANTAR,63570.0,ORANG,2015
907,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PENYANDANG CACAT,63530.0,ORANG,2015
908,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TUNA SUSILA,1550.0,ORANG,2015
909,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PENGEMIS,680.0,ORANG,2015
910,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,GELANDANGAN,290.0,ORANG,2015
911,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),1160.0,ORANG,2015
912,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KORBAN PENYALAHGUNAAN NAPZA,3380.0,ORANG,2015
913,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KELUARGA FAKIR MISKIN,1591410.0,ORANG,2015
914,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KELUARGA BERUMAH TAK LAYAK HUNI,107400.0,ORANG,2015
915,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KELUARGA BERMASALAH PSIKOLOGIS,1740.0,ORANG,2015
916,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KOMUNITAS ADAT TERPENCIL,0.0,ORANG,2015
917,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KORBAN BENCANA ALAM,55610.0,ORANG,2015
918,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,0.0,ORANG,2015
919,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEKERJA MIGRAN BERMASALAH SOSIAL,870.0,ORANG,2015
920,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ORANG DENGAN HIV/AIDS (ODHA),250.0,ORANG,2015
921,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KELUARGA RENTAN,7880.0,ORANG,2015
922,32,JAWA BARAT,3271,KOTA BOGOR,BALITA TERLANTAR ,1870.0,ORANG,2015
923,32,JAWA BARAT,3271,KOTA BOGOR,ANAK TERLANTAR ,9410.0,ORANG,2015
924,32,JAWA BARAT,3271,KOTA BOGOR,ANAK NAKAL (ABH) ,90.0,ORANG,2015
925,32,JAWA BARAT,3271,KOTA BOGOR,ANAK JALANAN,7650.0,ORANG,2015
926,32,JAWA BARAT,3271,KOTA BOGOR,WANITA RAWAN SOSIAL EKONOMI (JIWA),44540.0,ORANG,2015
927,32,JAWA BARAT,3271,KOTA BOGOR,KORBAN TINDAK KEKERSAN,100.0,ORANG,2015
928,32,JAWA BARAT,3271,KOTA BOGOR,LANJUT USIA TERLANTAR,6440.0,ORANG,2015
929,32,JAWA BARAT,3271,KOTA BOGOR,PENYANDANG CACAT,16790.0,ORANG,2015
930,32,JAWA BARAT,3271,KOTA BOGOR,TUNA SUSILA,6100.0,ORANG,2015
931,32,JAWA BARAT,3271,KOTA BOGOR,PENGEMIS,1820.0,ORANG,2015
932,32,JAWA BARAT,3271,KOTA BOGOR,GELANDANGAN,170.0,ORANG,2015
933,32,JAWA BARAT,3271,KOTA BOGOR,BEKAS WARGA BINAAN LEMBAGA KEMASYARAKATAN (BWBLK),1540.0,ORANG,2015
934,32,JAWA BARAT,3271,KOTA BOGOR,KORBAN PENYALAHGUNAAN NAPZA,1120.0,ORANG,2015
935,32,JAWA BARAT,3271,KOTA BOGOR,KELUARGA FAKIR MISKIN,649890.0,ORANG,2015
936,32,JAWA BARAT,3271,KOTA BOGOR,KELUARGA BERUMAH TAK LAYAK HUNI,20160.0,ORANG,2015
937,32,JAWA BARAT,3271,KOTA BOGOR,KELUARGA BERMASALAH PSIKOLOGIS,970.0,ORANG,2015
938,32,JAWA BARAT,3271,KOTA BOGOR,KOMUNITAS ADAT TERPENCIL,110.0,ORANG,2015
939,32,JAWA BARAT,3271,KOTA BOGOR,KORBAN BENCANA ALAM,3850.0,ORANG,2015
940,32,JAWA BARAT,3271,KOTA BOGOR,KORBAN BENCANA SOSIAL ATAU PENGUNGSI,1170.0,ORANG,2015
941,32,JAWA BARAT,3271,KOTA BOGOR,PEKERJA MIGRAN BERMASALAH SOSIAL,0.0,ORANG,2015
942,32,JAWA BARAT,3271,KOTA BOGOR,ORANG DENGAN HIV/AIDS (ODHA),230.0,ORANG,2015
943,32,JAWA BARAT,3271,KOTA BOGOR,KELUARGA RENTAN,3710.0,ORANG,2015
944,32,JAWA BARAT,3272,KOTA SUKABUMI,BALITA TERLANTAR ,710.0,ORANG,2015
945,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK TERLANTAR ,2340.0,ORANG,2015
946,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK NAKAL (ABH) ,640.0,ORANG,2015
